OrderID,CustomerID,OrderDate,Month,Quarter,Category,SubCategory,City,Channel,PaymentMethod,Quantity,UnitPrice,DiscountPct,DiscountAmt,Revenue,Cost,Profit,ProfitMarginPct,IsReturned,ReturnReason,CustomerRating,DeliveryDays
ORD11410,CUST1553,2024-04-16,April,Q2,Books,Academic,Ahmedabad,Paid Ads,COD,1,400.62,10,40.06,360.56,183.76,176.8,49.04,0,,5,9
ORD11411,CUST1216,2024-04-17,April,Q2,Fashion,Womens Clothing,Mumbai,Organic Search,Debit Card,3,2535.94,10,760.78,6847.04,5024.57,1822.46,26.62,0,,2,4
ORD11412,CUST3121,2024-04-17,April,Q2,Electronics,Laptop,Delhi,Paid Ads,UPI,1,51535.85,0,0.0,51535.85,26225.06,25310.79,49.11,0,,3,4
ORD11413,CUST1736,2024-04-17,April,Q2,Fashion,Mens Clothing,Kolkata,Organic Search,UPI,2,1413.59,30,848.15,1979.03,1550.61,428.41,21.65,0,,5,4
ORD11414,CUST3207,2024-04-17,April,Q2,Electronics,Laptop,Bangalore,Organic Search,UPI,2,35015.37,0,0.0,70030.74,38039.11,31991.63,45.68,0,,5,1
ORD11415,CUST1949,2024-04-17,April,Q2,Home & Kitchen,Furniture,Mumbai,Paid Ads,UPI,1,1774.68,5,88.73,1685.95,1197.38,488.57,28.98,0,,4,3
ORD11416,CUST1517,2024-04-17,April,Q2,Toys,Action Figures,Bangalore,Paid Ads,Debit Card,1,1442.35,0,0.0,1442.35,830.97,611.38,42.39,0,,4,4
ORD11417,CUST1985,2024-04-17,April,Q2,Electronics,Camera,Bangalore,Referral,Net Banking,1,56469.95,0,0.0,56469.95,31724.45,24745.5,43.82,1,Size Issue,4,1
ORD11418,CUST1207,2024-04-17,April,Q2,Electronics,Camera,Kolkata,Paid Ads,UPI,5,76362.09,15,57271.57,324538.88,249897.34,74641.55,23.0,0,,1,5
ORD11419,CUST3082,2024-04-17,April,Q2,Home & Kitchen,Decor,Pune,Email,UPI,1,8996.84,5,449.84,8547.0,4158.58,4388.42,51.34,1,Damaged Product,1,10
ORD11420,CUST3485,2024-04-18,April,Q2,Toys,Board Games,Bangalore,Social Media,Debit Card,1,575.57,20,115.11,460.46,271.45,189.01,41.05,0,,2,9
ORD11421,CUST3226,2024-04-18,April,Q2,Fashion,Womens Clothing,Ahmedabad,Email,UPI,2,2574.29,0,0.0,5148.58,2344.78,2803.8,54.46,0,,4,1
ORD11422,CUST1303,2024-04-18,April,Q2,Home & Kitchen,Furniture,Bangalore,Organic Search,Debit Card,1,2321.86,0,0.0,2321.86,1444.19,877.67,37.8,0,,3,7
ORD11423,CUST1989,2024-04-18,April,Q2,Electronics,Mobile,Mumbai,Referral,Credit Card,1,13264.94,0,0.0,13264.94,7712.29,5552.65,41.86,0,,3,2
ORD11424,CUST3207,2024-04-18,April,Q2,Electronics,Headphones,Delhi,Social Media,UPI,2,6244.1,10,1248.82,11239.38,8354.67,2884.71,25.67,0,,5,10
ORD11425,CUST3262,2024-04-18,April,Q2,Toys,Action Figures,Bangalore,Direct,UPI,1,1544.29,20,308.86,1235.43,887.4,348.03,28.17,0,,2,11
ORD11426,CUST1342,2024-04-18,April,Q2,Toys,Dolls,Mumbai,Paid Ads,UPI,2,1020.24,10,204.05,1836.43,1031.37,805.06,43.84,1,Wrong Item,4,9
ORD11427,CUST2389,2024-04-18,April,Q2,Electronics,Laptop,Ahmedabad,Organic Search,Debit Card,1,40718.03,5,2035.9,38682.13,26519.12,12163.01,31.44,0,,5,4
ORD11428,CUST3150,2024-04-18,April,Q2,Toys,Dolls,Pune,Social Media,UPI,1,1733.39,30,520.02,1213.37,907.57,305.8,25.2,0,,3,3
ORD11429,CUST3201,2024-04-18,April,Q2,Beauty,Makeup,Delhi,Organic Search,Debit Card,2,1185.48,0,0.0,2370.96,1621.55,749.41,31.61,1,Wrong Item,3,11
ORD11430,CUST1383,2024-04-18,April,Q2,Books,Non-Fiction,Hyderabad,Paid Ads,UPI,1,226.91,10,22.69,204.22,116.32,87.9,43.04,0,,4,7
ORD11431,CUST2063,2024-04-18,April,Q2,Home & Kitchen,Appliances,Chennai,Organic Search,Debit Card,4,8614.32,5,1722.86,32734.42,16950.58,15783.84,48.22,0,,4,6
ORD11432,CUST2069,2024-04-18,April,Q2,Home & Kitchen,Appliances,Ahmedabad,Social Media,UPI,3,5832.86,0,0.0,17498.58,10032.48,7466.1,42.67,0,,4,11
ORD11433,CUST2360,2024-04-18,April,Q2,Home & Kitchen,Appliances,Kolkata,Referral,COD,1,3811.34,0,0.0,3811.34,1763.24,2048.1,53.74,0,,4,10
ORD11434,CUST3248,2024-04-18,April,Q2,Beauty,Haircare,Bangalore,Paid Ads,Debit Card,1,1311.4,0,0.0,1311.4,602.07,709.33,54.09,0,,5,8
ORD11435,CUST1557,2024-04-19,April,Q2,Electronics,Laptop,Pune,Email,Debit Card,1,37313.63,20,7462.73,29850.9,21418.16,8432.74,28.25,0,,2,9
ORD11436,CUST1730,2024-04-19,April,Q2,Electronics,Laptop,Hyderabad,Social Media,UPI,1,30030.46,10,3003.05,27027.41,15128.65,11898.77,44.02,0,,5,7
ORD11437,CUST1180,2024-04-19,April,Q2,Fashion,Womens Clothing,Hyderabad,Paid Ads,UPI,1,2486.03,20,497.21,1988.82,1124.53,864.3,43.46,0,,3,6
ORD11438,CUST2751,2024-04-19,April,Q2,Beauty,Skincare,Mumbai,Referral,UPI,3,1235.39,10,370.62,3335.55,1942.09,1393.47,41.78,1,Wrong Item,4,8
ORD11439,CUST3009,2024-04-19,April,Q2,Fashion,Accessories,Mumbai,Direct,UPI,1,721.1,10,72.11,648.99,410.55,238.44,36.74,0,,2,9
ORD11440,CUST1840,2024-04-19,April,Q2,Beauty,Skincare,Bangalore,Email,Debit Card,1,1271.06,15,190.66,1080.4,697.27,383.13,35.46,1,Size Issue,4,8
ORD11441,CUST1572,2024-04-19,April,Q2,Toys,Educational,Delhi,Paid Ads,Debit Card,1,2805.65,25,701.41,2104.24,1357.56,746.68,35.48,1,Changed Mind,5,6
ORD11442,CUST1903,2024-04-19,April,Q2,Electronics,Tablet,Mumbai,Social Media,Debit Card,1,19544.87,0,0.0,19544.87,11627.61,7917.26,40.51,1,Changed Mind,2,8
ORD11443,CUST3862,2024-04-19,April,Q2,Beauty,Haircare,Chennai,Organic Search,Credit Card,2,730.46,5,73.05,1387.87,916.85,471.03,33.94,0,,3,9
ORD11444,CUST3606,2024-04-19,April,Q2,Fashion,Womens Clothing,Mumbai,Paid Ads,UPI,1,1294.9,15,194.24,1100.66,801.39,299.27,27.19,1,Wrong Item,4,6
ORD11445,CUST1366,2024-04-19,April,Q2,Books,Non-Fiction,Hyderabad,Paid Ads,Credit Card,1,329.35,25,82.34,247.01,180.63,66.38,26.87,0,,2,6
ORD11446,CUST3121,2024-04-19,April,Q2,Electronics,Mobile,Bangalore,Direct,Net Banking,1,50558.61,30,15167.58,35391.03,24490.54,10900.48,30.8,0,,5,2
ORD11447,CUST1605,2024-04-19,April,Q2,Beauty,Haircare,Ahmedabad,Direct,COD,3,1652.13,10,495.64,4460.75,2849.29,1611.46,36.13,0,,5,9
ORD11448,CUST3559,2024-04-20,April,Q2,Sports,Outdoor,Bangalore,Paid Ads,COD,1,1537.25,0,0.0,1537.25,1033.97,503.28,32.74,0,,5,8
ORD11449,CUST2811,2024-04-20,April,Q2,Toys,Dolls,Mumbai,Organic Search,COD,3,434.65,0,0.0,1303.95,739.58,564.37,43.28,0,,4,5
ORD11450,CUST1292,2024-04-20,April,Q2,Beauty,Makeup,Hyderabad,Direct,Debit Card,1,897.04,25,224.26,672.78,447.55,225.23,33.48,0,,4,10
ORD11451,CUST2729,2024-04-20,April,Q2,Home & Kitchen,Appliances,Pune,Organic Search,COD,3,2377.38,5,356.61,6775.53,3375.38,3400.15,50.18,0,,3,3
ORD11452,CUST3952,2024-04-20,April,Q2,Home & Kitchen,Furniture,Ahmedabad,Social Media,Credit Card,2,2435.67,0,0.0,4871.34,3341.65,1529.69,31.4,0,,4,9
ORD11453,CUST3596,2024-04-20,April,Q2,Books,Children,Bangalore,Organic Search,Credit Card,1,731.79,25,182.95,548.84,465.24,83.61,15.23,1,Not as Described,4,11
ORD11454,CUST3239,2024-04-20,April,Q2,Home & Kitchen,Appliances,Delhi,Paid Ads,UPI,3,8968.27,0,0.0,26904.81,14212.24,12692.57,47.18,0,,5,10
ORD11455,CUST1328,2024-04-20,April,Q2,Electronics,Mobile,Kolkata,Referral,Credit Card,2,22907.53,15,6872.26,38942.8,23999.67,14943.13,38.37,0,,5,7
ORD11456,CUST2318,2024-04-20,April,Q2,Toys,Dolls,Mumbai,Organic Search,Net Banking,1,1736.76,10,173.68,1563.08,1170.24,392.85,25.13,0,,5,9
ORD11457,CUST2887,2024-04-20,April,Q2,Beauty,Makeup,Hyderabad,Paid Ads,UPI,1,971.29,0,0.0,971.29,480.2,491.09,50.56,0,,4,7
ORD11458,CUST1674,2024-04-21,April,Q2,Beauty,Fragrance,Bangalore,Paid Ads,UPI,2,2671.28,5,267.13,5075.43,3118.77,1956.66,38.55,0,,4,8
ORD11459,CUST3790,2024-04-21,April,Q2,Fashion,Mens Clothing,Mumbai,Direct,Credit Card,2,3647.81,0,0.0,7295.62,4584.39,2711.23,37.16,0,,5,10
ORD11460,CUST2131,2024-04-21,April,Q2,Beauty,Skincare,Delhi,Direct,UPI,2,1332.77,10,266.55,2398.99,1463.64,935.34,38.99,0,,5,5
ORD11461,CUST2383,2024-04-21,April,Q2,Fashion,Accessories,Delhi,Organic Search,Credit Card,2,2267.98,10,453.6,4082.36,2086.43,1995.93,48.89,0,,5,10
ORD11462,CUST1122,2024-04-21,April,Q2,Beauty,Fragrance,Chennai,Organic Search,COD,2,815.69,0,0.0,1631.38,827.01,804.37,49.31,1,Damaged Product,3,10
ORD11463,CUST1135,2024-04-21,April,Q2,Electronics,Mobile,Ahmedabad,Social Media,Credit Card,2,66805.15,30,40083.09,93527.21,90247.35,3279.86,3.51,1,Late Delivery,5,6
ORD11464,CUST1047,2024-04-21,April,Q2,Beauty,Haircare,Delhi,Paid Ads,UPI,2,2136.71,5,213.67,4059.75,2481.92,1577.83,38.87,0,,4,8
ORD11465,CUST1111,2024-04-21,April,Q2,Toys,Dolls,Pune,Social Media,Credit Card,1,1636.96,0,0.0,1636.96,1070.34,566.62,34.61,0,,4,7
ORD11466,CUST3723,2024-04-21,April,Q2,Electronics,Mobile,Mumbai,Organic Search,Credit Card,3,17827.18,0,0.0,53481.54,31496.42,21985.12,41.11,0,,5,1
ORD11467,CUST3829,2024-04-21,April,Q2,Toys,Dolls,Bangalore,Organic Search,UPI,1,849.65,0,0.0,849.65,582.78,266.87,31.41,0,,4,10
ORD11468,CUST1099,2024-04-21,April,Q2,Fashion,Mens Clothing,Mumbai,Social Media,Credit Card,1,3366.05,30,1009.82,2356.24,2279.77,76.46,3.25,1,Changed Mind,4,4
ORD11469,CUST3961,2024-04-21,April,Q2,Books,Non-Fiction,Ahmedabad,Organic Search,UPI,2,608.8,0,0.0,1217.6,694.91,522.69,42.93,0,,4,8
ORD11470,CUST1124,2024-04-21,April,Q2,Sports,Outdoor,Pune,Direct,Credit Card,1,3235.8,5,161.79,3074.01,1713.58,1360.43,44.26,0,,4,11
ORD11471,CUST1342,2024-04-22,April,Q2,Home & Kitchen,Appliances,Hyderabad,Organic Search,Debit Card,1,844.12,20,168.82,675.3,506.82,168.47,24.95,0,,1,9
ORD11472,CUST2320,2024-04-22,April,Q2,Beauty,Fragrance,Pune,Organic Search,UPI,1,718.22,10,71.82,646.4,444.38,202.02,31.25,0,,4,6
ORD11473,CUST1675,2024-04-22,April,Q2,Books,Academic,Hyderabad,Referral,Debit Card,2,740.06,5,74.01,1406.11,850.46,555.65,39.52,0,,4,11
ORD11474,CUST3609,2024-04-22,April,Q2,Fashion,Footwear,Ahmedabad,Paid Ads,Debit Card,4,3299.53,20,2639.62,10558.5,8652.3,1906.19,18.05,0,,4,4
ORD11475,CUST3399,2024-04-22,April,Q2,Fashion,Accessories,Chennai,Email,COD,2,3825.91,15,1147.77,6504.05,3794.02,2710.03,41.67,0,,5,2
ORD11476,CUST1332,2024-04-22,April,Q2,Beauty,Haircare,Kolkata,Organic Search,Credit Card,1,2587.18,0,0.0,2587.18,1380.53,1206.65,46.64,0,,4,9
ORD11477,CUST1338,2024-04-22,April,Q2,Sports,Outdoor,Bangalore,Social Media,Credit Card,1,7035.39,10,703.54,6331.85,4373.16,1958.69,30.93,0,,5,1
ORD11478,CUST3817,2024-04-22,April,Q2,Sports,Outdoor,Mumbai,Email,Debit Card,1,2117.21,25,529.3,1587.91,1083.31,504.59,31.78,0,,4,5
ORD11479,CUST1779,2024-04-22,April,Q2,Sports,Sportswear,Bangalore,Paid Ads,Debit Card,1,6973.7,10,697.37,6276.33,3905.0,2371.33,37.78,0,,4,8
ORD11480,CUST2969,2024-04-22,April,Q2,Fashion,Mens Clothing,Mumbai,Direct,UPI,1,1249.9,15,187.48,1062.42,863.6,198.82,18.71,0,,2,4
ORD11481,CUST1402,2024-04-22,April,Q2,Sports,Sportswear,Hyderabad,Social Media,Debit Card,1,3655.48,30,1096.64,2558.84,2216.94,341.9,13.36,0,,3,1
ORD11482,CUST2798,2024-04-22,April,Q2,Electronics,Camera,Bangalore,Paid Ads,UPI,1,39141.22,15,5871.18,33270.04,26900.36,6369.67,19.15,0,,5,4
ORD11483,CUST3207,2024-04-22,April,Q2,Home & Kitchen,Furniture,Hyderabad,Social Media,Credit Card,1,14463.85,0,0.0,14463.85,9121.05,5342.8,36.94,0,,1,5
ORD11484,CUST3652,2024-04-22,April,Q2,Electronics,Tablet,Mumbai,Social Media,Debit Card,2,54952.35,0,0.0,109904.7,69368.19,40536.51,36.88,0,,5,5
ORD11485,CUST2521,2024-04-23,April,Q2,Fashion,Accessories,Mumbai,Organic Search,Debit Card,3,2425.65,10,727.7,6549.26,4351.36,2197.9,33.56,0,,3,1
ORD11486,CUST1234,2024-04-23,April,Q2,Fashion,Mens Clothing,Bangalore,Paid Ads,UPI,4,593.72,0,0.0,2374.88,1153.13,1221.75,51.44,1,Size Issue,5,2
ORD11487,CUST3583,2024-04-23,April,Q2,Fashion,Mens Clothing,Ahmedabad,Paid Ads,Net Banking,2,4884.67,25,2442.34,7327.0,5665.52,1661.49,22.68,0,,4,6
ORD11488,CUST3477,2024-04-23,April,Q2,Beauty,Haircare,Bangalore,Paid Ads,UPI,1,2667.52,5,133.38,2534.14,1368.88,1165.26,45.98,0,,4,10
ORD11489,CUST1105,2024-04-23,April,Q2,Fashion,Womens Clothing,Bangalore,Email,Net Banking,2,1268.26,10,253.65,2282.87,1774.72,508.15,22.26,0,,2,5
ORD11490,CUST3945,2024-04-23,April,Q2,Fashion,Accessories,Chennai,Paid Ads,Debit Card,1,3921.17,15,588.18,3332.99,2026.23,1306.77,39.21,1,Not as Described,4,9
ORD11491,CUST1613,2024-04-23,April,Q2,Fashion,Accessories,Hyderabad,Referral,Credit Card,2,543.8,10,108.76,978.84,552.14,426.7,43.59,0,,3,7
ORD11492,CUST2447,2024-04-23,April,Q2,Fashion,Footwear,Delhi,Paid Ads,Credit Card,2,2084.65,5,208.46,3960.84,2526.47,1434.36,36.21,0,,4,5
ORD11493,CUST2281,2024-04-23,April,Q2,Fashion,Accessories,Bangalore,Paid Ads,Debit Card,2,2632.24,0,0.0,5264.48,3041.49,2222.99,42.23,0,,4,9
ORD11494,CUST2552,2024-04-23,April,Q2,Electronics,Mobile,Delhi,Email,Debit Card,4,5075.49,10,2030.2,18271.76,9244.26,9027.51,49.41,0,,5,1
ORD11495,CUST3753,2024-04-23,April,Q2,Home & Kitchen,Furniture,Ahmedabad,Social Media,Credit Card,2,13199.7,20,5279.88,21119.52,12734.63,8384.89,39.7,0,,5,3
ORD11496,CUST1471,2024-04-23,April,Q2,Beauty,Fragrance,Mumbai,Social Media,Debit Card,2,1523.19,15,456.96,2589.42,1988.56,600.87,23.2,0,,4,2
ORD11497,CUST3064,2024-04-23,April,Q2,Home & Kitchen,Furniture,Delhi,Organic Search,Debit Card,1,1441.51,5,72.08,1369.43,822.99,546.44,39.9,0,,3,7
ORD11498,CUST3644,2024-04-23,April,Q2,Home & Kitchen,Appliances,Mumbai,Paid Ads,Credit Card,4,1046.95,0,0.0,4187.8,2037.38,2150.42,51.35,0,,4,9
ORD11499,CUST2187,2024-04-23,April,Q2,Fashion,Mens Clothing,Delhi,Organic Search,Debit Card,1,3560.21,20,712.04,2848.17,2016.18,831.98,29.21,0,,5,2
ORD11500,CUST2196,2024-04-23,April,Q2,Books,Academic,Pune,Referral,COD,3,338.93,25,254.2,762.59,521.91,240.69,31.56,0,,3,6
ORD11501,CUST2068,2024-04-24,April,Q2,Home & Kitchen,Decor,Delhi,Paid Ads,Debit Card,1,4041.68,5,202.08,3839.6,2044.68,1794.92,46.75,0,,4,2
ORD11502,CUST1652,2024-04-24,April,Q2,Home & Kitchen,Furniture,Mumbai,Direct,UPI,1,7944.68,15,1191.7,6752.98,5477.31,1275.67,18.89,0,,1,3
ORD11503,CUST1348,2024-04-24,April,Q2,Electronics,Mobile,Bangalore,Social Media,UPI,3,61624.44,5,9243.67,175629.65,99925.16,75704.49,43.1,0,,3,1
ORD11504,CUST3235,2024-04-24,April,Q2,Fashion,Mens Clothing,Mumbai,Paid Ads,Debit Card,1,3988.65,10,398.86,3589.78,1841.19,1748.59,48.71,1,Not as Described,4,6
ORD11505,CUST1605,2024-04-24,April,Q2,Fashion,Mens Clothing,Mumbai,Social Media,Credit Card,3,949.97,20,569.98,2279.93,1973.8,306.13,13.43,0,,4,2
ORD11506,CUST3459,2024-04-24,April,Q2,Fashion,Accessories,Pune,Direct,Debit Card,1,4117.52,0,0.0,4117.52,2671.08,1446.44,35.13,1,Late Delivery,4,3
ORD11507,CUST3736,2024-04-24,April,Q2,Home & Kitchen,Decor,Pune,Direct,UPI,3,5566.62,10,1669.99,15029.87,8577.1,6452.77,42.93,0,,4,6
ORD11508,CUST3360,2024-04-24,April,Q2,Home & Kitchen,Cookware,Kolkata,Organic Search,Debit Card,2,7767.4,0,0.0,15534.8,8578.67,6956.13,44.78,0,,3,6
ORD11509,CUST3211,2024-04-24,April,Q2,Home & Kitchen,Appliances,Kolkata,Paid Ads,Credit Card,2,5781.09,5,578.11,10984.07,7695.47,3288.6,29.94,0,,3,4
ORD11510,CUST2952,2024-04-24,April,Q2,Sports,Sportswear,Chennai,Paid Ads,Credit Card,1,5684.29,10,568.43,5115.86,3065.84,2050.02,40.07,0,,4,1
ORD11511,CUST2176,2024-04-24,April,Q2,Sports,Sportswear,Mumbai,Organic Search,COD,1,6802.38,0,0.0,6802.38,4026.0,2776.38,40.81,0,,4,7
ORD11512,CUST3011,2024-04-24,April,Q2,Beauty,Haircare,Pune,Social Media,Debit Card,3,909.9,10,272.97,2456.73,1593.36,863.37,35.14,0,,1,2
ORD11513,CUST3139,2024-04-24,April,Q2,Toys,Dolls,Pune,Direct,UPI,1,1538.63,0,0.0,1538.63,846.74,691.89,44.97,0,,4,6
ORD11514,CUST1313,2024-04-24,April,Q2,Electronics,Camera,Pune,Paid Ads,UPI,1,67081.21,15,10062.18,57019.03,40911.18,16107.84,28.25,0,,4,7
ORD11515,CUST1616,2024-04-25,April,Q2,Electronics,Tablet,Bangalore,Email,COD,2,27585.05,0,0.0,55170.1,31354.42,23815.68,43.17,0,,2,2
ORD11516,CUST1719,2024-04-25,April,Q2,Electronics,Mobile,Delhi,Social Media,UPI,1,30030.42,15,4504.56,25525.86,13673.08,11852.78,46.43,0,,5,6
ORD11517,CUST2183,2024-04-25,April,Q2,Beauty,Haircare,Pune,Paid Ads,UPI,1,1649.93,10,164.99,1484.94,1078.39,406.55,27.38,0,,4,1
ORD11518,CUST3053,2024-04-25,April,Q2,Books,Academic,Chennai,Organic Search,Net Banking,1,581.56,30,174.47,407.09,278.15,128.94,31.67,0,,3,6
ORD11519,CUST3546,2024-04-25,April,Q2,Fashion,Womens Clothing,Ahmedabad,Email,UPI,1,4393.07,25,1098.27,3294.8,2486.58,808.23,24.53,1,Wrong Item,4,8
ORD11520,CUST1173,2024-04-25,April,Q2,Books,Non-Fiction,Mumbai,Direct,Credit Card,3,698.4,0,0.0,2095.2,1246.59,848.61,40.5,0,,4,8
ORD11521,CUST2286,2024-04-25,April,Q2,Electronics,Laptop,Delhi,Social Media,Credit Card,1,41326.61,0,0.0,41326.61,25886.02,15440.59,37.36,0,,5,7
ORD11522,CUST2554,2024-04-25,April,Q2,Toys,Board Games,Delhi,Organic Search,UPI,5,1028.83,15,771.62,4372.53,2843.17,1529.36,34.98,1,Changed Mind,5,4
ORD11523,CUST2920,2024-04-25,April,Q2,Fashion,Mens Clothing,Pune,Organic Search,COD,1,2836.89,10,283.69,2553.2,1798.27,754.93,29.57,0,,4,4
ORD11524,CUST1165,2024-04-25,April,Q2,Electronics,Tablet,Mumbai,Organic Search,UPI,1,52985.02,0,0.0,52985.02,25583.16,27401.86,51.72,0,,2,5
ORD11525,CUST3077,2024-04-25,April,Q2,Home & Kitchen,Decor,Mumbai,Social Media,UPI,2,2900.19,0,0.0,5800.38,3557.73,2242.65,38.66,0,,5,8
ORD11526,CUST2780,2024-04-25,April,Q2,Fashion,Footwear,Ahmedabad,Email,UPI,1,2346.44,10,234.64,2111.8,1540.64,571.16,27.05,0,,5,4
ORD11527,CUST2914,2024-04-25,April,Q2,Fashion,Accessories,Mumbai,Organic Search,Debit Card,2,1491.15,25,745.58,2236.73,2005.18,231.54,10.35,1,Damaged Product,3,9
ORD11528,CUST1107,2024-04-25,April,Q2,Fashion,Footwear,Pune,Direct,UPI,3,4973.39,25,3730.04,11190.13,8875.88,2314.24,20.68,1,Late Delivery,2,3
ORD11529,CUST1180,2024-04-25,April,Q2,Sports,Sportswear,Delhi,Social Media,Credit Card,1,3893.35,0,0.0,3893.35,2056.56,1836.79,47.18,0,,5,9
ORD11530,CUST3454,2024-04-25,April,Q2,Home & Kitchen,Furniture,Pune,Social Media,Net Banking,2,1238.85,5,123.88,2353.81,1216.15,1137.66,48.33,0,,5,2
ORD11531,CUST1200,2024-04-25,April,Q2,Fashion,Mens Clothing,Hyderabad,Referral,UPI,1,3099.13,0,0.0,3099.13,1662.34,1436.79,46.36,0,,3,6
ORD11532,CUST1011,2024-04-25,April,Q2,Home & Kitchen,Furniture,Kolkata,Organic Search,UPI,1,10680.45,10,1068.04,9612.41,6247.99,3364.41,35.0,0,,4,5
ORD11533,CUST3711,2024-04-25,April,Q2,Beauty,Haircare,Kolkata,Direct,Debit Card,1,1406.02,15,210.9,1195.12,701.72,493.4,41.28,1,Changed Mind,3,5
ORD11534,CUST2070,2024-04-26,April,Q2,Fashion,Mens Clothing,Mumbai,Organic Search,Credit Card,3,1428.38,15,642.77,3642.37,2948.73,693.64,19.04,0,,3,11
ORD11535,CUST2006,2024-04-26,April,Q2,Fashion,Footwear,Mumbai,Paid Ads,Debit Card,1,901.73,10,90.17,811.56,608.02,203.54,25.08,0,,4,6
ORD11536,CUST2547,2024-04-26,April,Q2,Electronics,Mobile,Delhi,Direct,UPI,3,74048.54,0,0.0,222145.62,101795.85,120349.77,54.18,0,,4,10
ORD11537,CUST2414,2024-04-26,April,Q2,Electronics,Tablet,Chennai,Direct,UPI,1,33333.37,5,1666.67,31666.7,19683.04,11983.66,37.84,0,,5,7
ORD11538,CUST3607,2024-04-26,April,Q2,Beauty,Fragrance,Kolkata,Social Media,Debit Card,1,502.21,25,125.55,376.66,325.09,51.56,13.69,0,,4,4
ORD11539,CUST2398,2024-04-26,April,Q2,Electronics,Tablet,Bangalore,Social Media,UPI,1,25544.29,0,0.0,25544.29,13062.02,12482.27,48.87,1,Size Issue,3,4
ORD11540,CUST1363,2024-04-26,April,Q2,Home & Kitchen,Cookware,Hyderabad,Email,COD,3,9701.86,5,1455.28,27650.3,16909.59,10740.71,38.84,1,Size Issue,5,9
ORD11541,CUST2480,2024-04-26,April,Q2,Beauty,Fragrance,Mumbai,Direct,Credit Card,2,1725.77,15,517.73,2933.81,1903.52,1030.29,35.12,0,,2,4
ORD11542,CUST3965,2024-04-26,April,Q2,Electronics,Laptop,Pune,Organic Search,UPI,1,73429.28,15,11014.39,62414.89,36651.24,25763.65,41.28,0,,5,8
ORD11543,CUST3113,2024-04-26,April,Q2,Home & Kitchen,Furniture,Ahmedabad,Email,UPI,3,14820.11,25,11115.08,33345.25,26840.01,6505.24,19.51,0,,5,10
ORD11544,CUST2126,2024-04-26,April,Q2,Fashion,Accessories,Delhi,Paid Ads,UPI,1,4442.42,5,222.12,4220.3,3102.69,1117.61,26.48,1,Wrong Item,3,1
ORD11545,CUST3171,2024-04-27,April,Q2,Toys,Dolls,Bangalore,Paid Ads,UPI,3,772.37,10,231.71,2085.4,1254.3,831.1,39.85,1,Damaged Product,3,4
ORD11546,CUST1614,2024-04-27,April,Q2,Home & Kitchen,Appliances,Mumbai,Paid Ads,UPI,3,13726.65,10,4118.0,37061.95,24217.71,12844.24,34.66,0,,5,2
ORD11547,CUST2659,2024-04-27,April,Q2,Sports,Outdoor,Hyderabad,Social Media,Net Banking,2,3814.03,25,1907.02,5721.04,4057.85,1663.19,29.07,0,,4,11
ORD11548,CUST2547,2024-04-27,April,Q2,Home & Kitchen,Cookware,Bangalore,Referral,Credit Card,3,5502.98,15,2476.34,14032.6,11048.4,2984.2,21.27,0,,1,10
ORD11549,CUST3306,2024-04-27,April,Q2,Electronics,Camera,Mumbai,Social Media,UPI,1,49186.09,20,9837.22,39348.87,32765.35,6583.52,16.73,0,,5,5
ORD11550,CUST1503,2024-04-27,April,Q2,Beauty,Skincare,Bangalore,Referral,Credit Card,2,2846.75,0,0.0,5693.5,2816.54,2876.96,50.53,0,,4,2
ORD11551,CUST1965,2024-04-27,April,Q2,Toys,Board Games,Delhi,Organic Search,Credit Card,2,1045.87,15,313.76,1777.98,1411.9,366.08,20.59,0,,4,7
ORD11552,CUST2691,2024-04-27,April,Q2,Home & Kitchen,Decor,Bangalore,Email,Debit Card,1,3506.13,5,175.31,3330.82,1710.56,1620.26,48.64,0,,4,10
ORD11553,CUST1611,2024-04-27,April,Q2,Sports,Sportswear,Hyderabad,Email,Credit Card,2,6005.41,0,0.0,12010.82,5691.45,6319.37,52.61,0,,4,7
ORD11554,CUST2103,2024-04-27,April,Q2,Books,Non-Fiction,Mumbai,Social Media,Net Banking,1,606.19,0,0.0,606.19,371.74,234.45,38.68,0,,4,9
ORD11555,CUST3095,2024-04-28,April,Q2,Fashion,Mens Clothing,Pune,Social Media,Net Banking,1,4253.77,15,638.07,3615.7,2324.58,1291.12,35.71,0,,3,4
ORD11556,CUST1933,2024-04-28,April,Q2,Fashion,Womens Clothing,Chennai,Social Media,Debit Card,1,1053.33,5,52.67,1000.66,613.76,386.9,38.66,0,,4,5
ORD11557,CUST2317,2024-04-28,April,Q2,Home & Kitchen,Furniture,Delhi,Direct,UPI,1,12093.73,20,2418.75,9674.98,7415.18,2259.8,23.36,0,,4,3
ORD11558,CUST2513,2024-04-28,April,Q2,Fashion,Mens Clothing,Mumbai,Direct,UPI,1,3049.98,15,457.5,2592.48,1412.78,1179.7,45.5,0,,5,7
ORD11559,CUST3708,2024-04-28,April,Q2,Sports,Sportswear,Chennai,Organic Search,COD,3,8028.99,0,0.0,24086.97,12603.23,11483.74,47.68,1,Late Delivery,4,5
ORD11560,CUST1200,2024-04-28,April,Q2,Books,Academic,Ahmedabad,Direct,UPI,1,375.55,15,56.33,319.22,212.27,106.95,33.5,0,,4,9
